,Unnamed: 0,Quarterly Sum Precip (mm)_diff,CPI Compounded_diff,Debt_to_Asset_Ratio_diff,Mortgage_Debt_to_Real_Estate_Ratio_diff,Depression_diff,Anxiety_diff,Stress_diff,Unemployment Rate_diff,Quarterly Avg Temp (°C)_diff,Therapy_diff2
85,85,1.085767274033989,-0.3395806504340968,0.017743397807966854,0.06168865570970272,-0.08643160670359729,0.0,0.0,-0.08871061270705893,-1.2256614718983712,0.0050000000000000044
86,86,-0.030247542860553978,-0.061593655399425185,0.02446357232460583,0.131193972695315,0.0,-0.0729541603363364,-0.022784233310549684,-0.04749230543347438,-1.0333274197636015,0.0
87,87,-0.17500992654555247,-0.3808557286331118,0.014884700278858576,0.118473643193829,-0.0456717099579782,-0.04612532883919629,-0.022444170126809215,-0.019646997363182983,0.10326478956401486,0.0
88,88,-1.2073886879466347,-0.2639866257144019,-0.003386708845803499,0.0353198954390738,-0.14763923119521594,-0.022337839770604884,0.045228403437358455,-0.009970172339293759,0.15174533462893658,0.009999999999999981
89,89,0.2701758503278082,0.27815150743073036,-0.0029941961777977255,0.011362833083789298,-0.10800393668406594,-0.043271778602794964,-0.045228403437358455,0.010961744021886544,0.21856644368311873,-0.009999999999999981
90,90,-1.438681756980424,-0.030774457473661476,0.015191664713267272,0.2024185372190063,-0.37721477149306537,0.37389283442503585,0.4632012352032935,0.14376134564353782,0.456211499178381,0.017500000000000016
91,91,-1.3151294030954226,-0.10774192343953048,0.017949902325003153,0.1698346073573351,-0.5635661697710092,0.6748017068223047,0.7183908045977008,0.11806911774673168,1.0489441506006552,-0.00250000000000003
92,92,-1.8903932449985117,-0.3766872342495231,0.007520562480045401,0.10840061315962163,-0.29185378052916844,0.74720368849479,1.0281385281385287,0.06496749091607734,0.4576219710050844,-0.0024999999999999745
93,93,-4.355593158242158,0.7315243078192697,-0.0008201200022290855,0.04520801902728533,-0.44579709257987254,0.8495302819090539,1.4718614718614722,0.02191674860214743,-0.8488690268192127,0.0024999999999999467
94,94,0.5070132431097782,0.5732723932296127,-0.0012145009284436625,-0.07565874277478907,-0.12272424571521588,-0.14484712828091062,0.0,-0.08612175376264641,-1.1878172101104472,-0.012499999999999956
95,95,-0.12780749741735864,-0.2299015685663821,0.005766562968339217,0.021495215710795545,-0.1276164091661511,-0.27363702195279,0.0,-0.11284099934819092,-1.8720174993507923,0.0050000000000000044
96,96,0.6675022297504016,-0.08596973865199198,0.012194363916472772,0.09978529466069574,0.0,-0.129151384068723,0.0,-0.059771743334047,-1.4265777205259709,-0.007500000000000007
97,97,-0.29092168123749307,-0.44467423215253055,0.0029872502273087242,0.0898893848457829,0.0,-0.24383128299364912,0.11299435028248617,-0.029413885243606774,-0.31701737562545484,0.007500000000000007
98,98,-0.7753378642363247,-0.39286973969235306,-0.013970562567739098,-6.54059296008036e-05,-0.132714533393905,-0.1150092389255355,0.0,-0.0018674141561736413,-0.10292088297702962,-0.0050000000000001155
99,99,0.1547757479091585,0.0607717196502322,-0.010800311955244002,-0.01997468416614745,-0.2815933767936982,-0.05584756611551239,-0.11299435028248617,0.04388272625989531,-0.24402650035513496,-0.00249999999999978
